6.5361,8.5287
8.4858,8.9011
-1.4458,-11.047
-8.1135,-9.7318
5.7479,-10.262
8.5816,9.3222
-6.1903,-9.9672
12.249,-3.0699
12.409,-1.9193
-1.765,-12.373
4.6745,11.105
6.0066,10.96
0.91833,-11.811
5.2943,-12.27
5.7195,-9.0028
-1.6042,-13.091
-0.071388,-12.956
-4.4226,-12.046
12.464,-0.66303
0.28055,-12.266
5.4649,-11.049
11.31,-4.726
6.8457,9.2015
-4.1259,-11.82
11.158,-2.2682
4.3091,-9.9898
-3.7817,-11.233
8.2458,8.3825
8.8183,6.0401
5.773,-11.591
9.6156,-9.9439
-8.8963,-6.1914
-4.0063,-10.133
-0.63754,-11.634
6.5621,8.9684
7.8132,8.1927
8.734,9.4065
-4.6013,-9.551
-9.25,-8.6316
-0.4957,-12.425
10.595,7.2675
-2.059,-13.944
6.9943,8.9746
10.432,7.4682
2.7057,-9.7641
12.372,-1.7458
1.8014,-11.394
-3.3215,-12.92
2.2407,-11.384
-1.2524,-13.021
