-20.649,-11.998
-18.842,-15.318
-11.268,1.6157
-21.231,-7.6451
-8.9142,2.3277
-19.475,-1.9945
-19.737,-15.635
-19.274,-3.7231
-8.914,2.1067
-10.124,1.9364
-13.391,1.4622
-13.033,1.2115
-11.615,3.0343
-19.491,-3.0145
-21.532,-10.726
-13.796,-0.96665
-15.532,1.9506
-1.8445,2.1259
2.4792,-2.3275
-8.1017,3.902
-8.9282,2.7319
-20.297,-6.6487
-15.794,-18.911
-16.729,-18.492
-15.176,-0.064054
-6.8918,2.3214
-19.438,-12.154
-19.885,-12.251
-20.56,-10.071
-20.821,-8.5103
-0.34865,-1.6431
-17.442,-8.0035
-16.29,-0.82528
-6.499,3.5957
1.4496,0.84569
-19.005,-16.26
-3.9916,3.527
-0.25673,0.23387
-20.342,-7.1751
-17.376,-16.197
-18.797,-0.93682
-22.064,-6.8317
-4.2429,3.8232
-15.954,-18.929
-19.786,-3.8874
-20.314,-8.411
0.99775,-3.7168
-18.144,-14.755
-19.271,-12.405
-1.0493,0.20878
